str_mode,measure,value,cas_mode,city,scenario,country,continent,mode_distance
bus,mean,0,bus,bogota,Public Transport,Colombia,Latin_America,45283398.692066506
bus,ub,0,bus,bogota,Public Transport,Colombia,Latin_America,45283398.692066506
bus,lb,0,bus,bogota,Public Transport,Colombia,Latin_America,45283398.692066506
car,mean,0.62,bus,bogota,Public Transport,Colombia,Latin_America,45283398.692066506
car,ub,1.35,bus,bogota,Public Transport,Colombia,Latin_America,45283398.692066506
car,lb,0.28,bus,bogota,Public Transport,Colombia,Latin_America,45283398.692066506
cycle,mean,0.03,bus,bogota,Public Transport,Colombia,Latin_America,45283398.692066506
cycle,ub,0.06,bus,bogota,Public Transport,Colombia,Latin_America,45283398.692066506
cycle,lb,0.01,bus,bogota,Public Transport,Colombia,Latin_America,45283398.692066506
motorcycle,mean,0.49,bus,bogota,Public Transport,Colombia,Latin_America,45283398.692066506
motorcycle,ub,1.07,bus,bogota,Public Transport,Colombia,Latin_America,45283398.692066506
motorcycle,lb,0.22,bus,bogota,Public Transport,Colombia,Latin_America,45283398.692066506
truck,mean,0.52,bus,bogota,Public Transport,Colombia,Latin_America,45283398.692066506
truck,ub,1.13,bus,bogota,Public Transport,Colombia,Latin_America,45283398.692066506
truck,lb,0.24,bus,bogota,Public Transport,Colombia,Latin_America,45283398.692066506
nov,mean,6.64,bus,bogota,Public Transport,Colombia,Latin_America,45283398.692066506
nov,ub,11.3,bus,bogota,Public Transport,Colombia,Latin_America,45283398.692066506
nov,lb,3.94,bus,bogota,Public Transport,Colombia,Latin_America,45283398.692066506
bus,mean,1.96,car,bogota,Public Transport,Colombia,Latin_America,22801882.67514591
bus,ub,3.02,car,bogota,Public Transport,Colombia,Latin_America,22801882.67514591
bus,lb,1.27,car,bogota,Public Transport,Colombia,Latin_America,22801882.67514591
car,mean,0,car,bogota,Public Transport,Colombia,Latin_America,22801882.67514591
car,ub,0,car,bogota,Public Transport,Colombia,Latin_America,22801882.67514591
car,lb,0,car,bogota,Public Transport,Colombia,Latin_America,22801882.67514591
cycle,mean,0.08,car,bogota,Public Transport,Colombia,Latin_America,22801882.67514591
cycle,ub,0.15,car,bogota,Public Transport,Colombia,Latin_America,22801882.67514591
cycle,lb,0.04,car,bogota,Public Transport,Colombia,Latin_America,22801882.67514591
motorcycle,mean,1.59,car,bogota,Public Transport,Colombia,Latin_America,22801882.67514591
motorcycle,ub,2.47,car,bogota,Public Transport,Colombia,Latin_America,22801882.67514591
motorcycle,lb,1.03,car,bogota,Public Transport,Colombia,Latin_America,22801882.67514591
truck,mean,1.69,car,bogota,Public Transport,Colombia,Latin_America,22801882.67514591
truck,ub,2.61,car,bogota,Public Transport,Colombia,Latin_America,22801882.67514591
truck,lb,1.1,car,bogota,Public Transport,Colombia,Latin_America,22801882.67514591
nov,mean,12.55,car,bogota,Public Transport,Colombia,Latin_America,22801882.67514591
nov,ub,20.07,car,bogota,Public Transport,Colombia,Latin_America,22801882.67514591
nov,lb,7.97,car,bogota,Public Transport,Colombia,Latin_America,22801882.67514591
bus,mean,13.92,cycle,bogota,Public Transport,Colombia,Latin_America,2641208.5443744664
bus,ub,17.3,cycle,bogota,Public Transport,Colombia,Latin_America,2641208.5443744664
bus,lb,11.2,cycle,bogota,Public Transport,Colombia,Latin_America,2641208.5443744664
car,mean,13.78,cycle,bogota,Public Transport,Colombia,Latin_America,2641208.5443744664
car,ub,17.05,cycle,bogota,Public Transport,Colombia,Latin_America,2641208.5443744664
car,lb,11.14,cycle,bogota,Public Transport,Colombia,Latin_America,2641208.5443744664
cycle,mean,0,cycle,bogota,Public Transport,Colombia,Latin_America,2641208.5443744664
cycle,ub,0,cycle,bogota,Public Transport,Colombia,Latin_America,2641208.5443744664
cycle,lb,0,cycle,bogota,Public Transport,Colombia,Latin_America,2641208.5443744664
motorcycle,mean,10.09,cycle,bogota,Public Transport,Colombia,Latin_America,2641208.5443744664
motorcycle,ub,12.73,cycle,bogota,Public Transport,Colombia,Latin_America,2641208.5443744664
motorcycle,lb,8.01,cycle,bogota,Public Transport,Colombia,Latin_America,2641208.5443744664
truck,mean,10.14,cycle,bogota,Public Transport,Colombia,Latin_America,2641208.5443744664
truck,ub,12.65,cycle,bogota,Public Transport,Colombia,Latin_America,2641208.5443744664
truck,lb,8.13,cycle,bogota,Public Transport,Colombia,Latin_America,2641208.5443744664
nov,mean,7.39,cycle,bogota,Public Transport,Colombia,Latin_America,2641208.5443744664
nov,ub,11.6,cycle,bogota,Public Transport,Colombia,Latin_America,2641208.5443744664
nov,lb,4.75,cycle,bogota,Public Transport,Colombia,Latin_America,2641208.5443744664
bus,mean,44.12,motorcycle,bogota,Public Transport,Colombia,Latin_America,12587416.453438034
bus,ub,53.27,motorcycle,bogota,Public Transport,Colombia,Latin_America,12587416.453438034
bus,lb,36.58,motorcycle,bogota,Public Transport,Colombia,Latin_America,12587416.453438034
car,mean,45.55,motorcycle,bogota,Public Transport,Colombia,Latin_America,12587416.453438034
car,ub,54.66,motorcycle,bogota,Public Transport,Colombia,Latin_America,12587416.453438034
car,lb,37.99,motorcycle,bogota,Public Transport,Colombia,Latin_America,12587416.453438034
cycle,mean,1.84,motorcycle,bogota,Public Transport,Colombia,Latin_America,12587416.453438034
cycle,ub,3.03,motorcycle,bogota,Public Transport,Colombia,Latin_America,12587416.453438034
cycle,lb,1.12,motorcycle,bogota,Public Transport,Colombia,Latin_America,12587416.453438034
motorcycle,mean,0,motorcycle,bogota,Public Transport,Colombia,Latin_America,12587416.453438034
motorcycle,ub,0,motorcycle,bogota,Public Transport,Colombia,Latin_America,12587416.453438034
motorcycle,lb,0,motorcycle,bogota,Public Transport,Colombia,Latin_America,12587416.453438034
truck,mean,38.09,motorcycle,bogota,Public Transport,Colombia,Latin_America,12587416.453438034
truck,ub,46.06,motorcycle,bogota,Public Transport,Colombia,Latin_America,12587416.453438034
truck,lb,31.52,motorcycle,bogota,Public Transport,Colombia,Latin_America,12587416.453438034
nov,mean,47.65,motorcycle,bogota,Public Transport,Colombia,Latin_America,12587416.453438034
nov,ub,65.6,motorcycle,bogota,Public Transport,Colombia,Latin_America,12587416.453438034
nov,lb,35.11,motorcycle,bogota,Public Transport,Colombia,Latin_America,12587416.453438034
bus,mean,45.94,pedestrian,bogota,Public Transport,Colombia,Latin_America,7671573.73211213
bus,ub,56.46,pedestrian,bogota,Public Transport,Colombia,Latin_America,7671573.73211213
bus,lb,37.4,pedestrian,bogota,Public Transport,Colombia,Latin_America,7671573.73211213
car,mean,45.48,pedestrian,bogota,Public Transport,Colombia,Latin_America,7671573.73211213
car,ub,55.61,pedestrian,bogota,Public Transport,Colombia,Latin_America,7671573.73211213
car,lb,37.21,pedestrian,bogota,Public Transport,Colombia,Latin_America,7671573.73211213
cycle,mean,1.49,pedestrian,bogota,Public Transport,Colombia,Latin_America,7671573.73211213
cycle,ub,2.47,pedestrian,bogota,Public Transport,Colombia,Latin_America,7671573.73211213
cycle,lb,0.9,pedestrian,bogota,Public Transport,Colombia,Latin_America,7671573.73211213
motorcycle,mean,33.32,pedestrian,bogota,Public Transport,Colombia,Latin_America,7671573.73211213
motorcycle,ub,41.58,pedestrian,bogota,Public Transport,Colombia,Latin_America,7671573.73211213
motorcycle,lb,26.72,pedestrian,bogota,Public Transport,Colombia,Latin_America,7671573.73211213
truck,mean,33.47,pedestrian,bogota,Public Transport,Colombia,Latin_America,7671573.73211213
truck,ub,41.28,pedestrian,bogota,Public Transport,Colombia,Latin_America,7671573.73211213
truck,lb,27.15,pedestrian,bogota,Public Transport,Colombia,Latin_America,7671573.73211213
nov,mean,4.28,pedestrian,bogota,Public Transport,Colombia,Latin_America,7671573.73211213
nov,ub,7.77,pedestrian,bogota,Public Transport,Colombia,Latin_America,7671573.73211213
nov,lb,2.38,pedestrian,bogota,Public Transport,Colombia,Latin_America,7671573.73211213
bus,mean,0.15,truck,bogota,Public Transport,Colombia,Latin_America,6761083.388006915
bus,ub,0.62,truck,bogota,Public Transport,Colombia,Latin_America,6761083.388006915
bus,lb,0.04,truck,bogota,Public Transport,Colombia,Latin_America,6761083.388006915
car,mean,0.15,truck,bogota,Public Transport,Colombia,Latin_America,6761083.388006915
car,ub,0.64,truck,bogota,Public Transport,Colombia,Latin_America,6761083.388006915
car,lb,0.04,truck,bogota,Public Transport,Colombia,Latin_America,6761083.388006915
cycle,mean,0.01,truck,bogota,Public Transport,Colombia,Latin_America,6761083.388006915
cycle,ub,0.03,truck,bogota,Public Transport,Colombia,Latin_America,6761083.388006915
cycle,lb,0,truck,bogota,Public Transport,Colombia,Latin_America,6761083.388006915
motorcycle,mean,0.12,truck,bogota,Public Transport,Colombia,Latin_America,6761083.388006915
motorcycle,ub,0.5,truck,bogota,Public Transport,Colombia,Latin_America,6761083.388006915
motorcycle,lb,0.03,truck,bogota,Public Transport,Colombia,Latin_America,6761083.388006915
truck,mean,0,truck,bogota,Public Transport,Colombia,Latin_America,6761083.388006915
truck,ub,0,truck,bogota,Public Transport,Colombia,Latin_America,6761083.388006915
truck,lb,0,truck,bogota,Public Transport,Colombia,Latin_America,6761083.388006915
nov,mean,1.11,truck,bogota,Public Transport,Colombia,Latin_America,6761083.388006915
nov,ub,2.89,truck,bogota,Public Transport,Colombia,Latin_America,6761083.388006915
nov,lb,0.43,truck,bogota,Public Transport,Colombia,Latin_America,6761083.388006915
bus,mean,0,bus,bogota,Baseline,Colombia,Latin_America,38925779.49918654
car,mean,0.44531433880458354,bus,bogota,Baseline,Colombia,Latin_America,38925779.49918654
cycle,mean,0.22265716940229177,bus,bogota,Baseline,Colombia,Latin_America,38925779.49918654
motorcycle,mean,0.22265716940229177,bus,bogota,Baseline,Colombia,Latin_America,38925779.49918654
truck,mean,0.6679715082068753,bus,bogota,Baseline,Colombia,Latin_America,38925779.49918654
bus,mean,3.3398575410343767,car,bogota,Baseline,Colombia,Latin_America,28185306.86771144
car,mean,0,car,bogota,Baseline,Colombia,Latin_America,28185306.86771144
cycle,mean,0,car,bogota,Baseline,Colombia,Latin_America,28185306.86771144
motorcycle,mean,0.6679715082068753,car,bogota,Baseline,Colombia,Latin_America,28185306.86771144
truck,mean,2.003914524620626,car,bogota,Baseline,Colombia,Latin_America,28185306.86771144
bus,mean,17.144602043976466,cycle,bogota,Baseline,Colombia,Latin_America,3028905.406826921
car,mean,16.921944874574173,cycle,bogota,Baseline,Colombia,Latin_America,3028905.406826921
cycle,mean,0,cycle,bogota,Baseline,Colombia,Latin_America,3028905.406826921
motorcycle,mean,4.453143388045835,cycle,bogota,Baseline,Colombia,Latin_America,3028905.406826921
truck,mean,16.031316196965008,cycle,bogota,Baseline,Colombia,Latin_America,3028905.406826921
bus,mean,37.62906162898731,motorcycle,bogota,Baseline,Colombia,Latin_America,14050058.883477107
car,mean,50.09786311551564,motorcycle,bogota,Baseline,Colombia,Latin_America,14050058.883477107
cycle,mean,2.2265716940229177,motorcycle,bogota,Baseline,Colombia,Latin_America,14050058.883477107
motorcycle,mean,0,motorcycle,bogota,Baseline,Colombia,Latin_America,14050058.883477107
truck,mean,52.32443480953856,motorcycle,bogota,Baseline,Colombia,Latin_America,14050058.883477107
bus,mean,40.07829049241251,pedestrian,bogota,Baseline,Colombia,Latin_America,7612971.589004321
car,mean,58.78149272220502,pedestrian,bogota,Baseline,Colombia,Latin_America,7612971.589004321
cycle,mean,1.5586001858160423,pedestrian,bogota,Baseline,Colombia,Latin_America,7612971.589004321
motorcycle,mean,45.422062558067516,pedestrian,bogota,Baseline,Colombia,Latin_America,7612971.589004321
truck,mean,16.921944874574173,pedestrian,bogota,Baseline,Colombia,Latin_America,7612971.589004321
bus,mean,0,truck,bogota,Baseline,Colombia,Latin_America,6761083.388006915
car,mean,0.22265716940229177,truck,bogota,Baseline,Colombia,Latin_America,6761083.388006915
cycle,mean,0,truck,bogota,Baseline,Colombia,Latin_America,6761083.388006915
motorcycle,mean,0.22265716940229177,truck,bogota,Baseline,Colombia,Latin_America,6761083.388006915
truck,mean,0,truck,bogota,Baseline,Colombia,Latin_America,6761083.388006915
nov,mean,5.789086404459586,bus,bogota,Baseline,Colombia,Latin_America,38925779.49918654
nov,mean,14.695373180551258,car,bogota,Baseline,Colombia,Latin_America,28185306.86771144
nov,mean,8.460972437287086,cycle,bogota,Baseline,Colombia,Latin_America,3028905.406826921
nov,mean,52.99240631774544,motorcycle,bogota,Baseline,Colombia,Latin_America,14050058.883477107
nov,mean,4.230486218643543,pedestrian,bogota,Baseline,Colombia,Latin_America,7612971.589004321
nov,mean,1.1132858470114588,truck,bogota,Baseline,Colombia,Latin_America,6761083.388006915
bus,lb,43.39,active_travel,bogota,Baseline predicted,Colombia,Latin_America,10641876.995831242
bus,lb,45.69,active_travel,bogota,Bicycling,Colombia,Latin_America,13408083.121463463
bus,lb,37.269999999999996,active_travel,bogota,Car,Colombia,Latin_America,9871742.331724908
bus,lb,48.599999999999994,active_travel,bogota,Public Transport,Colombia,Latin_America,10312782.276486596
bus,mean,57.22289253638898,active_travel,bogota,Baseline,Colombia,Latin_America,10641876.995831242
bus,mean,53.45,active_travel,bogota,Baseline predicted,Colombia,Latin_America,10641876.995831242
bus,mean,56.47,active_travel,bogota,Bicycling,Colombia,Latin_America,13408083.121463463
bus,mean,45.92,active_travel,bogota,Car,Colombia,Latin_America,9871742.331724908
bus,mean,59.86,active_travel,bogota,Public Transport,Colombia,Latin_America,10312782.276486596
bus,ub,65.89,active_travel,bogota,Baseline predicted,Colombia,Latin_America,10641876.995831242
bus,ub,69.86,active_travel,bogota,Bicycling,Colombia,Latin_America,13408083.121463463
bus,ub,56.6,active_travel,bogota,Car,Colombia,Latin_America,9871742.331724908
bus,ub,73.76,active_travel,bogota,Public Transport,Colombia,Latin_America,10312782.276486596
car,lb,56.7,active_travel,bogota,Baseline predicted,Colombia,Latin_America,10641876.995831242
car,lb,60.12,active_travel,bogota,Bicycling,Colombia,Latin_America,13408083.121463463
car,lb,61.33,active_travel,bogota,Car,Colombia,Latin_America,9871742.331724908
car,lb,48.35,active_travel,bogota,Public Transport,Colombia,Latin_America,10312782.276486596
car,mean,75.7034375967792,active_travel,bogota,Baseline,Colombia,Latin_America,10641876.995831242
car,mean,69.5,active_travel,bogota,Baseline predicted,Colombia,Latin_America,10641876.995831242
car,mean,73.94,active_travel,bogota,Bicycling,Colombia,Latin_America,13408083.121463463
car,mean,75.19,active_travel,bogota,Car,Colombia,Latin_America,9871742.331724908
car,mean,59.26,active_travel,bogota,Public Transport,Colombia,Latin_America,10312782.276486596
car,ub,85.25,active_travel,bogota,Baseline predicted,Colombia,Latin_America,10641876.995831242
car,ub,91.02,active_travel,bogota,Bicycling,Colombia,Latin_America,13408083.121463463
car,ub,92.23,active_travel,bogota,Car,Colombia,Latin_America,9871742.331724908
car,ub,72.66,active_travel,bogota,Public Transport,Colombia,Latin_America,10312782.276486596
cycle,lb,1,active_travel,bogota,Baseline predicted,Colombia,Latin_America,10641876.995831242
cycle,lb,1.77,active_travel,bogota,Bicycling,Colombia,Latin_America,13408083.121463463
cycle,lb,0.88,active_travel,bogota,Car,Colombia,Latin_America,9871742.331724908
cycle,lb,0.9,active_travel,bogota,Public Transport,Colombia,Latin_America,10312782.276486596
cycle,mean,1.5586001858160423,active_travel,bogota,Baseline,Colombia,Latin_America,10641876.995831242
cycle,mean,1.66,active_travel,bogota,Baseline predicted,Colombia,Latin_America,10641876.995831242
cycle,mean,2.94,active_travel,bogota,Bicycling,Colombia,Latin_America,13408083.121463463
cycle,mean,1.46,active_travel,bogota,Car,Colombia,Latin_America,9871742.331724908
cycle,mean,1.49,active_travel,bogota,Public Transport,Colombia,Latin_America,10312782.276486596
cycle,ub,2.75,active_travel,bogota,Baseline predicted,Colombia,Latin_America,10641876.995831242
cycle,ub,4.87,active_travel,bogota,Bicycling,Colombia,Latin_America,13408083.121463463
cycle,ub,2.42,active_travel,bogota,Car,Colombia,Latin_America,9871742.331724908
cycle,ub,2.47,active_travel,bogota,Public Transport,Colombia,Latin_America,10312782.276486596
motorcycle,lb,38.71,active_travel,bogota,Baseline predicted,Colombia,Latin_America,10641876.995831242
motorcycle,lb,41.44,active_travel,bogota,Bicycling,Colombia,Latin_America,13408083.121463463
motorcycle,lb,34.8,active_travel,bogota,Car,Colombia,Latin_America,9871742.331724908
motorcycle,lb,34.73,active_travel,bogota,Public Transport,Colombia,Latin_America,10312782.276486596
motorcycle,mean,49.875205946113354,active_travel,bogota,Baseline,Colombia,Latin_America,10641876.995831242
motorcycle,mean,48.42,active_travel,bogota,Baseline predicted,Colombia,Latin_America,10641876.995831242
motorcycle,mean,51.98,active_travel,bogota,Bicycling,Colombia,Latin_America,13408083.121463463
motorcycle,mean,43.52,active_travel,bogota,Car,Colombia,Latin_America,9871742.331724908
motorcycle,mean,43.41,active_travel,bogota,Public Transport,Colombia,Latin_America,10312782.276486596
motorcycle,ub,60.57,active_travel,bogota,Baseline predicted,Colombia,Latin_America,10641876.995831242
motorcycle,ub,65.25999999999999,active_travel,bogota,Bicycling,Colombia,Latin_America,13408083.121463463
motorcycle,ub,54.459999999999994,active_travel,bogota,Car,Colombia,Latin_America,9871742.331724908
motorcycle,ub,54.31,active_travel,bogota,Public Transport,Colombia,Latin_America,10312782.276486596
nov,lb,7.800000000000001,active_travel,bogota,Baseline predicted,Colombia,Latin_America,10641876.995831242
nov,lb,11.23,active_travel,bogota,Bicycling,Colombia,Latin_America,13408083.121463463
nov,lb,7.2,active_travel,bogota,Car,Colombia,Latin_America,9871742.331724908
nov,lb,7.13,active_travel,bogota,Public Transport,Colombia,Latin_America,10312782.276486596
nov,mean,12.69145865593063,active_travel,bogota,Baseline,Colombia,Latin_America,10641876.995831242
nov,mean,12.690000000000001,active_travel,bogota,Baseline predicted,Colombia,Latin_America,10641876.995831242
nov,mean,18.29,active_travel,bogota,Bicycling,Colombia,Latin_America,13408083.121463463
nov,mean,11.74,active_travel,bogota,Car,Colombia,Latin_America,9871742.331724908
nov,mean,11.67,active_travel,bogota,Public Transport,Colombia,Latin_America,10312782.276486596
nov,ub,20.94,active_travel,bogota,Baseline predicted,Colombia,Latin_America,10641876.995831242
nov,ub,30.240000000000002,active_travel,bogota,Bicycling,Colombia,Latin_America,13408083.121463463
nov,ub,19.4,active_travel,bogota,Car,Colombia,Latin_America,9871742.331724908
nov,ub,19.369999999999997,active_travel,bogota,Public Transport,Colombia,Latin_America,10312782.276486596
truck,lb,35.82,active_travel,bogota,Baseline predicted,Colombia,Latin_America,10641876.995831242
truck,lb,38.95,active_travel,bogota,Bicycling,Colombia,Latin_America,13408083.121463463
truck,lb,33.9,active_travel,bogota,Car,Colombia,Latin_America,9871742.331724908
truck,lb,35.28,active_travel,bogota,Public Transport,Colombia,Latin_America,10312782.276486596
truck,mean,32.95326107153918,active_travel,bogota,Baseline,Colombia,Latin_America,10641876.995831242
truck,mean,44.28,active_travel,bogota,Baseline predicted,Colombia,Latin_America,10641876.995831242
truck,mean,48.32,active_travel,bogota,Bicycling,Colombia,Latin_America,13408083.121463463
truck,mean,41.91,active_travel,bogota,Car,Colombia,Latin_America,9871742.331724908
truck,mean,43.61,active_travel,bogota,Public Transport,Colombia,Latin_America,10312782.276486596
truck,ub,54.78,active_travel,bogota,Baseline predicted,Colombia,Latin_America,10641876.995831242
truck,ub,59.98,active_travel,bogota,Bicycling,Colombia,Latin_America,13408083.121463463
truck,ub,51.849999999999994,active_travel,bogota,Car,Colombia,Latin_America,9871742.331724908
truck,ub,53.93,active_travel,bogota,Public Transport,Colombia,Latin_America,10312782.276486596
Total,lb,183.42000000000002,active_travel,bogota,Baseline predicted,Colombia,Latin_America,10641876.995831242
Total,lb,199.2,active_travel,bogota,Bicycling,Colombia,Latin_America,13408083.121463463
Total,lb,175.38,active_travel,bogota,Car,Colombia,Latin_America,9871742.331724908
Total,lb,174.98999999999998,active_travel,bogota,Public Transport,Colombia,Latin_America,10312782.276486596
Total,lb,4.15,bus,bogota,Baseline predicted,Colombia,Latin_America,38925779.49918654
Total,lb,4.0200000000000005,bus,bogota,Bicycling,Colombia,Latin_America,37472517.04867521
Total,lb,3.8000000000000003,bus,bogota,Car,Colombia,Latin_America,34730968.013345264
Total,lb,4.69,bus,bogota,Public Transport,Colombia,Latin_America,45283398.692066506
Total,lb,13.22,car,bogota,Baseline predicted,Colombia,Latin_America,28185306.86771144
Total,lb,12.87,car,bogota,Bicycling,Colombia,Latin_America,27189099.158095814
Total,lb,15.37,car,bogota,Car,Colombia,Latin_America,34121725.06520775
Total,lb,11.41,car,bogota,Public Transport,Colombia,Latin_America,22801882.67514591
Total,lb,49.28,cycle,bogota,Baseline predicted,Colombia,Latin_America,3028905.406826921
Total,lb,72.39,cycle,bogota,Bicycling,Colombia,Latin_America,6253444.08669039
Total,lb,46.66,cycle,bogota,Car,Colombia,Latin_America,2774417.2099350533
Total,lb,43.230000000000004,cycle,bogota,Public Transport,Colombia,Latin_America,2641208.5443744664
Total,lb,156.83,motorcycle,bogota,Baseline predicted,Colombia,Latin_America,14050058.883477107
Total,lb,153.57,motorcycle,bogota,Bicycling,Colombia,Latin_America,13787934.502198867
Total,lb,152.25,motorcycle,bogota,Car,Colombia,Latin_America,13227109.373050425
Total,lb,142.32,motorcycle,bogota,Public Transport,Colombia,Latin_America,12587416.453438034
Total,lb,134.14,pedestrian,bogota,Baseline predicted,Colombia,Latin_America,7612971.589004321
Total,lb,126.81,pedestrian,bogota,Bicycling,Colombia,Latin_America,7154639.034773074
Total,lb,128.72,pedestrian,bogota,Car,Colombia,Latin_America,7097325.121789854
Total,lb,131.76,pedestrian,bogota,Public Transport,Colombia,Latin_America,7671573.73211213
Total,lb,0.53,truck,bogota,Baseline predicted,Colombia,Latin_America,6761083.388006915
Total,lb,0.53,truck,bogota,Bicycling,Colombia,Latin_America,6761083.388006915
Total,lb,0.54,truck,bogota,Car,Colombia,Latin_America,6761083.388006915
Total,lb,0.54,truck,bogota,Public Transport,Colombia,Latin_America,6761083.388006915
Total,mean,230.0048559925674,active_travel,bogota,Baseline,Colombia,Latin_America,10641876.995831242
Total,mean,230,active_travel,bogota,Baseline predicted,Colombia,Latin_America,10641876.995831242
Total,mean,251.94,active_travel,bogota,Bicycling,Colombia,Latin_America,13408083.121463463
Total,mean,219.74,active_travel,bogota,Car,Colombia,Latin_America,9871742.331724908
Total,mean,219.29999999999998,active_travel,bogota,Public Transport,Colombia,Latin_America,10312782.276486596
Total,mean,7.347686590275629,bus,bogota,Baseline,Colombia,Latin_America,38925779.49918654
Total,mean,7.34,bus,bogota,Baseline predicted,Colombia,Latin_America,38925779.49918654
Total,mean,7.13,bus,bogota,Bicycling,Colombia,Latin_America,37472517.04867521
Total,mean,6.74,bus,bogota,Car,Colombia,Latin_America,34730968.013345264
Total,mean,8.299999999999999,bus,bogota,Public Transport,Colombia,Latin_America,45283398.692066506
Total,mean,20.707116754413136,car,bogota,Baseline,Colombia,Latin_America,28185306.86771144
Total,mean,20.7,car,bogota,Baseline predicted,Colombia,Latin_America,28185306.86771144
Total,mean,20.17,car,bogota,Bicycling,Colombia,Latin_America,27189099.158095814
Total,mean,23.970000000000002,car,bogota,Car,Colombia,Latin_America,34121725.06520775
Total,mean,17.87,car,bogota,Public Transport,Colombia,Latin_America,22801882.67514591
Total,mean,63.01197894084857,cycle,bogota,Baseline,Colombia,Latin_America,3028905.406826921
Total,mean,63.01,cycle,bogota,Baseline predicted,Colombia,Latin_America,3028905.406826921
Total,mean,93.74,cycle,bogota,Bicycling,Colombia,Latin_America,6253444.08669039
Total,mean,59.61,cycle,bogota,Car,Colombia,Latin_America,2774417.2099350533
Total,mean,55.32,cycle,bogota,Public Transport,Colombia,Latin_America,2641208.5443744664
Total,mean,195.27033756580988,motorcycle,bogota,Baseline,Colombia,Latin_America,14050058.883477107
Total,mean,195.27,motorcycle,bogota,Baseline predicted,Colombia,Latin_America,14050058.883477107
Total,mean,191.68,motorcycle,bogota,Bicycling,Colombia,Latin_America,13787934.502198867
Total,mean,189.36,motorcycle,bogota,Car,Colombia,Latin_America,13227109.373050425
Total,mean,177.25,motorcycle,bogota,Public Transport,Colombia,Latin_America,12587416.453438034
Total,mean,166.9928770517188,pedestrian,bogota,Baseline,Colombia,Latin_America,7612971.589004321
Total,mean,166.99,pedestrian,bogota,Baseline predicted,Colombia,Latin_America,7612971.589004321
Total,mean,158.2,pedestrian,bogota,Bicycling,Colombia,Latin_America,7154639.034773074
Total,mean,160.13,pedestrian,bogota,Car,Colombia,Latin_America,7097325.121789854
Total,mean,163.98,pedestrian,bogota,Public Transport,Colombia,Latin_America,7671573.73211213
Total,mean,1.5586001858160423,truck,bogota,Baseline,Colombia,Latin_America,6761083.388006915
Total,mean,1.55,truck,bogota,Baseline predicted,Colombia,Latin_America,6761083.388006915
Total,mean,1.55,truck,bogota,Bicycling,Colombia,Latin_America,6761083.388006915
Total,mean,1.57,truck,bogota,Car,Colombia,Latin_America,6761083.388006915
Total,mean,1.54,truck,bogota,Public Transport,Colombia,Latin_America,6761083.388006915
Total,ub,290.18,active_travel,bogota,Baseline predicted,Colombia,Latin_America,10641876.995831242
Total,ub,321.22999999999996,active_travel,bogota,Bicycling,Colombia,Latin_America,13408083.121463463
Total,ub,276.96,active_travel,bogota,Car,Colombia,Latin_America,9871742.331724908
Total,ub,276.5,active_travel,bogota,Public Transport,Colombia,Latin_America,10312782.276486596
Total,ub,13.26,bus,bogota,Baseline predicted,Colombia,Latin_America,38925779.49918654
Total,ub,12.85,bus,bogota,Bicycling,Colombia,Latin_America,37472517.04867521
Total,ub,12.16,bus,bogota,Car,Colombia,Latin_America,34730968.013345264
Total,ub,14.91,bus,bogota,Public Transport,Colombia,Latin_America,45283398.692066506
Total,ub,32.79,car,bogota,Baseline predicted,Colombia,Latin_America,28185306.86771144
Total,ub,31.93,car,bogota,Bicycling,Colombia,Latin_America,27189099.158095814
Total,ub,37.760000000000005,car,bogota,Car,Colombia,Latin_America,34121725.06520775
Total,ub,28.32,car,bogota,Public Transport,Colombia,Latin_America,22801882.67514591
Total,ub,81.18,cycle,bogota,Baseline predicted,Colombia,Latin_America,3028905.406826921
Total,ub,122.66,cycle,bogota,Bicycling,Colombia,Latin_America,6253444.08669039
Total,ub,76.74,cycle,bogota,Car,Colombia,Latin_America,2774417.2099350533
Total,ub,71.33,cycle,bogota,Public Transport,Colombia,Latin_America,2641208.5443744664
Total,ub,245.20000000000002,motorcycle,bogota,Baseline predicted,Colombia,Latin_America,14050058.883477107
Total,ub,241.43,motorcycle,bogota,Bicycling,Colombia,Latin_America,13787934.502198867
Total,ub,237.52,motorcycle,bogota,Car,Colombia,Latin_America,13227109.373050425
Total,ub,222.62,motorcycle,bogota,Public Transport,Colombia,Latin_America,12587416.453438034
Total,ub,209,pedestrian,bogota,Baseline predicted,Colombia,Latin_America,7612971.589004321
Total,ub,198.57,pedestrian,bogota,Bicycling,Colombia,Latin_America,7154639.034773074
Total,ub,200.22,pedestrian,bogota,Car,Colombia,Latin_America,7097325.121789854
Total,ub,205.17,pedestrian,bogota,Public Transport,Colombia,Latin_America,7671573.73211213
Total,ub,4.75,truck,bogota,Baseline predicted,Colombia,Latin_America,6761083.388006915
Total,ub,4.72,truck,bogota,Bicycling,Colombia,Latin_America,6761083.388006915
Total,ub,4.76,truck,bogota,Car,Colombia,Latin_America,6761083.388006915
Total,ub,4.68,truck,bogota,Public Transport,Colombia,Latin_America,6761083.388006915
