"sex","age_cat","cause","measure","city","scenario","level1","level2","level3","dose","pop_age_sex"
"female","40-44","sc_bus_ylls_pa_all_cause_lb",144.36157,"bogota","Public Transport","L1: All Cause",NA,NA,"PA",275440
"female","45-49","sc_bus_ylls_pa_all_cause_lb",149.82541,"bogota","Public Transport","L1: All Cause",NA,NA,"PA",254843
"female","50-54","sc_bus_ylls_pa_all_cause_lb",225.25954,"bogota","Public Transport","L1: All Cause",NA,NA,"PA",256059
"female","55-59","sc_bus_ylls_pa_all_cause_lb",223.04321,"bogota","Public Transport","L1: All Cause",NA,NA,"PA",235548
"female","60-64","sc_bus_ylls_pa_all_cause_lb",207.58498,"bogota","Public Transport","L1: All Cause",NA,NA,"PA",189600
"female","65-69","sc_bus_ylls_pa_all_cause_lb",267.14868,"bogota","Public Transport","L1: All Cause",NA,NA,"PA",141409
"male","15-19","sc_cycle_ylls_pa_all_cause_ub",97.83417,"bogota","Bicycling","L1: All Cause",NA,NA,"PA",282736
"male","20-24","sc_cycle_ylls_pa_all_cause_ub",283.5988,"bogota","Bicycling","L1: All Cause",NA,NA,"PA",357934
"male","25-29","sc_cycle_ylls_pa_all_cause_ub",315.92829,"bogota","Bicycling","L1: All Cause",NA,NA,"PA",360031
"male","30-34","sc_cycle_ylls_pa_all_cause_ub",341.82822,"bogota","Bicycling","L1: All Cause",NA,NA,"PA",321492
"male","35-39","sc_cycle_ylls_pa_all_cause_ub",317.36694,"bogota","Bicycling","L1: All Cause",NA,NA,"PA",289808
"male","40-44","sc_cycle_ylls_pa_all_cause_ub",206.19946,"bogota","Bicycling","L1: All Cause",NA,NA,"PA",244543
"male","45-49","sc_cycle_ylls_pa_all_cause_ub",301.07601,"bogota","Bicycling","L1: All Cause",NA,NA,"PA",215491
"male","50-54","sc_cycle_ylls_pa_all_cause_ub",248.35576,"bogota","Bicycling","L1: All Cause",NA,NA,"PA",209137
"male","55-59","sc_cycle_ylls_pa_all_cause_ub",251.94177,"bogota","Bicycling","L1: All Cause",NA,NA,"PA",187551
"male","60-64","sc_cycle_ylls_pa_all_cause_ub",225.82848,"bogota","Bicycling","L1: All Cause",NA,NA,"PA",146500
"male","65-69","sc_cycle_ylls_pa_all_cause_ub",258.0259,"bogota","Bicycling","L1: All Cause",NA,NA,"PA",105412
"female","15-19","sc_cycle_ylls_pa_all_cause_ub",31.85668,"bogota","Bicycling","L1: All Cause",NA,NA,"PA",279280
"female","20-24","sc_cycle_ylls_pa_all_cause_ub",68.23608,"bogota","Bicycling","L1: All Cause",NA,NA,"PA",360197
"female","25-29","sc_cycle_ylls_pa_all_cause_ub",67.84091,"bogota","Bicycling","L1: All Cause",NA,NA,"PA",364423
"female","30-34","sc_cycle_ylls_pa_all_cause_ub",99.82949,"bogota","Bicycling","L1: All Cause",NA,NA,"PA",330341
"female","35-39","sc_cycle_ylls_pa_all_cause_ub",120.12405,"bogota","Bicycling","L1: All Cause",NA,NA,"PA",309304
"female","40-44","sc_cycle_ylls_pa_all_cause_ub",112.11149,"bogota","Bicycling","L1: All Cause",NA,NA,"PA",275440
"female","45-49","sc_cycle_ylls_pa_all_cause_ub",118.05696,"bogota","Bicycling","L1: All Cause",NA,NA,"PA",254843
"female","50-54","sc_cycle_ylls_pa_all_cause_ub",151.8942,"bogota","Bicycling","L1: All Cause",NA,NA,"PA",256059
"female","55-59","sc_cycle_ylls_pa_all_cause_ub",176.35231,"bogota","Bicycling","L1: All Cause",NA,NA,"PA",235548
"female","60-64","sc_cycle_ylls_pa_all_cause_ub",247.05073,"bogota","Bicycling","L1: All Cause",NA,NA,"PA",189600
"female","65-69","sc_cycle_ylls_pa_all_cause_ub",171.50793,"bogota","Bicycling","L1: All Cause",NA,NA,"PA",141409
"male","15-19","sc_car_ylls_pa_all_cause_ub",-100.59516,"bogota","Car","L1: All Cause",NA,NA,"PA",282736
"male","20-24","sc_car_ylls_pa_all_cause_ub",-322.2671,"bogota","Car","L1: All Cause",NA,NA,"PA",357934
"male","25-29","sc_car_ylls_pa_all_cause_ub",-289.38983,"bogota","Car","L1: All Cause",NA,NA,"PA",360031
"male","30-34","sc_car_ylls_pa_all_cause_ub",-239.06484,"bogota","Car","L1: All Cause",NA,NA,"PA",321492
"male","35-39","sc_car_ylls_pa_all_cause_ub",-199.02174,"bogota","Car","L1: All Cause",NA,NA,"PA",289808
"male","40-44","sc_car_ylls_pa_all_cause_ub",-125.63499,"bogota","Car","L1: All Cause",NA,NA,"PA",244543
"male","45-49","sc_car_ylls_pa_all_cause_ub",-118.63243,"bogota","Car","L1: All Cause",NA,NA,"PA",215491
"male","50-54","sc_car_ylls_pa_all_cause_ub",-174.27311,"bogota","Car","L1: All Cause",NA,NA,"PA",209137
"male","55-59","sc_car_ylls_pa_all_cause_ub",-164.40296,"bogota","Car","L1: All Cause",NA,NA,"PA",187551
"male","60-64","sc_car_ylls_pa_all_cause_ub",-147.96088,"bogota","Car","L1: All Cause",NA,NA,"PA",146500
"male","65-69","sc_car_ylls_pa_all_cause_ub",-175.79205,"bogota","Car","L1: All Cause",NA,NA,"PA",105412
"female","15-19","sc_car_ylls_pa_all_cause_ub",-39.37331,"bogota","Car","L1: All Cause",NA,NA,"PA",279280
"female","20-24","sc_car_ylls_pa_all_cause_ub",-88.4838,"bogota","Car","L1: All Cause",NA,NA,"PA",360197
"female","25-29","sc_car_ylls_pa_all_cause_ub",-79.74007,"bogota","Car","L1: All Cause",NA,NA,"PA",364423
"female","30-34","sc_car_ylls_pa_all_cause_ub",-72.59299,"bogota","Car","L1: All Cause",NA,NA,"PA",330341
"female","35-39","sc_car_ylls_pa_all_cause_ub",-85.51651,"bogota","Car","L1: All Cause",NA,NA,"PA",309304
"female","40-44","sc_car_ylls_pa_all_cause_ub",-98.84443,"bogota","Car","L1: All Cause",NA,NA,"PA",275440
"female","45-49","sc_car_ylls_pa_all_cause_ub",-85.17865,"bogota","Car","L1: All Cause",NA,NA,"PA",254843
"female","50-54","sc_car_ylls_pa_all_cause_ub",-151.65496,"bogota","Car","L1: All Cause",NA,NA,"PA",256059
"female","55-59","sc_car_ylls_pa_all_cause_ub",-150.6297,"bogota","Car","L1: All Cause",NA,NA,"PA",235548
"female","60-64","sc_car_ylls_pa_all_cause_ub",-150.60163,"bogota","Car","L1: All Cause",NA,NA,"PA",189600
"female","65-69","sc_car_ylls_pa_all_cause_ub",-159.83056,"bogota","Car","L1: All Cause",NA,NA,"PA",141409
"male","15-19","sc_bus_ylls_pa_all_cause_ub",68.58978,"bogota","Public Transport","L1: All Cause",NA,NA,"PA",282736
"male","20-24","sc_bus_ylls_pa_all_cause_ub",277.7967,"bogota","Public Transport","L1: All Cause",NA,NA,"PA",357934
"male","25-29","sc_bus_ylls_pa_all_cause_ub",423.76324,"bogota","Public Transport","L1: All Cause",NA,NA,"PA",360031
"male","30-34","sc_bus_ylls_pa_all_cause_ub",436.69452,"bogota","Public Transport","L1: All Cause",NA,NA,"PA",321492
